timestamp,symbol,broker,action,price,size,position_after
2026-07-14 10:01:06.029491,QNT,ibkr,enter_long,65.21,10.0,long
2026-07-14 10:01:09.347047,INTC,ibkr,enter_long,106.34,10.0,long
2026-07-14 10:01:12.433492,NVTS,ibkr,enter_long,13.17,10.0,long
2026-07-14 10:01:16.080875,BKSY,ibkr,enter_long,26.25,10.0,long
2026-07-14 10:01:19.059610,TEAM,ibkr,enter_long,91.23,10.0,long
2026-07-14 10:01:23.031542,TSLA,ibkr,enter_long,398.44,10.0,long
2026-07-14 10:01:26.570859,AAPL,ibkr,enter_long,313.71,10.0,long
2026-07-14 10:01:29.403566,GOOGL,ibkr,enter_short,353.83,10.0,short
2026-07-14 10:01:32.064155,INTC,ibkr,exit_long_trail,105.9,10.0,flat
2026-07-14 10:02:20.081860,NVTS,ibkr,exit_long_trail,13.05,10.0,flat
2026-07-14 10:03:16.056396,QNT,ibkr,exit_long_trail,64.14,10.0,flat
2026-07-14 10:05:05.809084,BKSY,ibkr,exit_long_trail,25.7,10.0,flat
2026-07-14 10:05:18.522179,TEAM,ibkr,exit_long_trail,90.5,10.0,flat
2026-07-14 10:09:45.553103,GOOGL,ibkr,exit_short_trail,354.8,10.0,flat
2026-07-14 10:16:23.957410,TSLA,ibkr,exit_long_trail,397.55,10.0,flat
2026-07-14 10:31:33.615740,RKLB,ibkr,enter_long,79.79,10.0,long
2026-07-14 10:31:36.919040,INTC,ibkr,enter_short,103.65,10.0,short
2026-07-14 10:31:40.053055,MRVL,ibkr,enter_short,220.25,10.0,short
2026-07-14 10:31:42.999701,NVTS,ibkr,enter_short,12.84,10.0,short
2026-07-14 10:31:46.958777,CRWD,ibkr,enter_long,204.15,10.0,long
2026-07-14 10:31:50.051525,DELL,ibkr,enter_long,448.51,10.0,long
2026-07-14 10:31:53.058657,AMD,ibkr,enter_short,548.31,10.0,short
2026-07-14 10:31:55.721600,NVDA,ibkr,enter_short,205.52,10.0,short
2026-07-14 10:31:59.384084,GOOGL,ibkr,enter_long,356.27,10.0,long
2026-07-14 10:32:02.389495,META,ibkr,enter_long,660.08,10.0,long
2026-07-14 10:32:06.046071,MRVL,ibkr,exit_short_trail,221.41,10.0,flat
2026-07-14 10:32:32.499402,NVTS,ibkr,exit_short_trail,12.95,10.0,flat
2026-07-14 10:32:44.510725,AMD,ibkr,exit_short_trail,550.93,10.0,flat
2026-07-14 10:32:46.103761,INTC,ibkr,exit_short_trail,104.2,10.0,flat
2026-07-14 10:33:19.423659,NVDA,ibkr,exit_short_trail,206.43,10.0,flat
2026-07-14 10:34:24.121617,RKLB,ibkr,exit_long_trail,80.37,10.0,flat
2026-07-14 10:37:49.219069,META,ibkr,exit_long_trail,661.35,10.0,flat
2026-07-14 10:41:47.381090,CRWD,ibkr,exit_long_trail,204.91,10.0,flat
2026-07-14 10:41:52.816182,DELL,ibkr,exit_long_trail,453.1,10.0,flat
2026-07-14 10:46:54.599892,AAPL,ibkr,exit_long_trail,314.85,10.0,flat
2026-07-14 11:02:06.309895,NBIS,ibkr,enter_short,201.82,10.0,short
2026-07-14 11:15:32.983297,NBIS,ibkr,exit_short_trail,202.77,10.0,flat
2026-07-14 11:38:59.538480,GOOGL,ibkr,exit_long_trail,357.18,10.0,flat
