timestamp,symbol,signal,volume,mean_volume,current_pct,price_threshold,body_ratio,green_volume,green_price,red_price,green_body,price_threshold_long,price_threshold_short,green_volume_long,green_volume_short,green_body_long,green_body_short
2026-09-17 01:33:19.452391,ELVN,none,19925.0,64415.0,0.061488009838083904,,0.10000000000000236,,False,False,,0.6962865552650039,0.8123343144758379,False,False,False,False
2026-09-17 01:33:19.640890,HPQ,none,611444.0,422095.0,0.33557046979865596,,0.6111111111111089,,False,False,,0.6698715823936837,0.7815168461259643,False,True,False,True
2026-09-17 01:33:19.824884,PYPL,none,141101.0,189306.4,0.30429821224801007,,0.7619047619047764,,False,False,,0.9673159322387836,0.9673159322387836,False,True,True,True
2026-09-17 01:33:20.003298,CSCO,none,628433.0,368263.3333333333,0.11127596439168243,,0.47999999999996135,,False,False,,0.4918154936091077,0.2950892961654646,True,False,False,False
2026-09-17 01:33:20.195487,PATH,none,1695527.0,1797372.0,0.8862629246676588,,0.7058823529411826,,True,False,,0.7734052655724052,2.255765357919515,False,False,True,True
2026-09-17 01:33:20.391104,DIS,none,215781.0,200428.0,0.35670703088331496,,0.7169811320754615,,False,False,,0.7173946765925049,0.8608736119110059,False,True,True,True
2026-09-17 01:33:20.590195,LUV,none,198572.0,123081.4,0.4671684401764851,,0.9000000000000178,,False,False,,1.60028363332439,0.22861194761776998,True,False,True,True
2026-09-17 01:33:20.803690,UAA,none,529153.0,264505.2,0.5988023952095858,,1.0,,True,False,,0.51881320293311,0.51881320293311,False,True,True,True
2026-09-17 01:33:20.992994,XP,none,83104.0,108899.0,0.5609382967873505,,0.7857142857142785,,True,False,,0.36684971106942604,0.22928106941839127,False,False,True,True
2026-09-17 01:33:21.189997,JD,none,207793.0,283908.625,0.0744601638123588,,0.3333333333333333,,False,False,,0.22310887078345204,0.37184811797242007,False,False,False,False
2026-09-17 01:33:21.375156,ABNB,none,37284.0,38048.4,0.26929982046679657,,0.8823529411765197,,False,False,,1.3308802851617898,0.7985281710970739,False,False,True,True
