timestamp,symbol,broker,action,price,size,position_after
2026-05-30T21:17:22.692386+00:00,HYPE/USD,ccxt,enter_long,64.4600,1.0000,long
2026-05-30T21:17:22.696343+00:00,HYPE/USD,ccxt,exit_long_tp,67.5900,1.0000,flat
