timestamp,symbol,broker,action,price,size,position_after
2026-08-03 10:25:11.833667,ISRG,ibkr,enter_long,372.41,10.0,long
2026-08-03 10:25:15.384461,NBIS,ibkr,enter_long,206.55,10.0,long
2026-08-03 10:25:20.015186,RCL,ibkr,enter_short,324.8,10.0,short
2026-08-03 10:25:24.007542,UAL,ibkr,enter_long,130.19,10.0,long
2026-08-03 10:25:29.016746,ALK,ibkr,enter_long,50.8,10.0,long
2026-08-03 10:25:34.895823,DAL,ibkr,enter_long,91.84,10.0,long
2026-08-03 10:26:58.695099,NBIS,ibkr,exit_long_trail,206.01,10.0,flat
2026-08-03 10:33:53.907550,ALK,ibkr,exit_long_trail,50.44,10.0,flat
2026-08-03 10:34:31.100039,UAL,ibkr,exit_long_trail,129.3,10.0,flat
2026-08-03 10:37:09.443079,ISRG,ibkr,exit_long_trail,370.26,10.0,flat
2026-08-03 11:05:12.906487,DAL,ibkr,exit_long_trail,91.45,10.0,flat
2026-08-03 11:25:50.990024,ALAB,ibkr,enter_long,311.58,10.0,long
2026-08-03 11:25:56.964270,DELL,ibkr,enter_long,417.41,10.0,long
2026-08-03 11:28:21.009323,ALAB,ibkr,exit_long_trail,308.37,10.0,flat
2026-08-03 11:29:04.121866,DELL,ibkr,exit_long_trail,414.27,10.0,flat
2026-08-03 14:05:25.080449,RCL,ibkr,exit_short_trail,324.56,10.0,flat
