timestamp,symbol,broker,action,price,size,position_after
2026-08-11 10:04:44.062733,ALAB,ibkr,enter_short,313.23,10.0,short
2026-08-11 10:04:46.645957,STX,ibkr,enter_short,800.1,10.0,short
2026-08-11 10:04:49.549979,AMD,ibkr,enter_short,468.0,10.0,short
2026-08-11 10:04:53.253964,ENTG,ibkr,enter_short,150.8,10.0,short
2026-08-11 10:04:55.859818,MXL,ibkr,enter_short,69.4,10.0,short
2026-08-11 10:05:01.367477,DELL,ibkr,enter_short,442.74,10.0,short
2026-08-11 10:05:07.055205,UAL,ibkr,enter_short,125.12,10.0,short
2026-08-11 10:05:11.962542,CSCO,ibkr,enter_short,121.46,10.0,short
2026-08-11 10:05:16.057911,AFRM,ibkr,enter_short,76.3,10.0,short
2026-08-11 10:05:20.042050,HPE,ibkr,enter_short,53.78,10.0,short
2026-08-11 10:05:34.021667,ALAB,ibkr,exit_short_trail,314.79,10.0,flat
2026-08-11 10:05:57.945612,DELL,ibkr,exit_short_trail,446.95,10.0,flat
2026-08-11 10:06:02.016735,STX,ibkr,exit_short_trail,806.0,10.0,flat
2026-08-11 10:06:20.883720,HPE,ibkr,exit_short_trail,54.06,10.0,flat
2026-08-11 10:10:19.687081,MXL,ibkr,exit_short_trail,70.25,10.0,flat
2026-08-11 10:10:22.467520,ENTG,ibkr,exit_short_trail,152.58,10.0,flat
2026-08-11 10:10:41.788114,AMD,ibkr,exit_short_trail,470.38,10.0,flat
2026-08-11 10:12:38.104404,CSCO,ibkr,exit_short_trail,122.12,10.0,flat
2026-08-11 10:13:51.697457,UAL,ibkr,exit_short_trail,125.56,10.0,flat
2026-08-11 10:15:12.094508,AFRM,ibkr,exit_short_trail,76.35,10.0,flat
2026-08-11 10:35:24.025738,ALAB,ibkr,enter_short,310.86,10.0,short
2026-08-11 10:35:32.025288,APO,ibkr,enter_long,138.42,10.0,long
2026-08-11 10:35:37.182214,CSCO,ibkr,enter_short,122.1,10.0,short
2026-08-11 10:35:41.091421,RIOT,ibkr,enter_short,20.34,9.0,short
2026-08-11 10:35:41.157808,RIOT,ibkr,enter_short,20.34,1.0,short
2026-08-11 10:40:09.408512,RIOT,ibkr,exit_short_trail,20.36,10.0,flat
2026-08-11 10:51:50.020494,ALAB,ibkr,exit_short_trail,310.91,10.0,flat
2026-08-11 10:56:43.905763,APO,ibkr,exit_long_trail,138.58,10.0,flat
2026-08-11 11:05:54.044551,MRNA,ibkr,enter_short,59.51,10.0,short
2026-08-11 11:14:36.085344,MRNA,ibkr,exit_short_trail,59.71,10.0,flat
