timestamp,symbol,broker,action,price,size,position_after
2026-07-13 10:28:26.094143,RKLB,ibkr,enter_short,78.16,10.0,short
2026-07-13 10:28:28.727027,QNT,ibkr,enter_short,66.84,10.0,short
2026-07-13 10:28:31.429232,SATL,ibkr,enter_short,4.46,10.0,short
2026-07-13 10:28:35.085029,NBIS,ibkr,enter_short,216.01,10.0,short
2026-07-13 10:28:38.062284,INTC,ibkr,enter_short,105.34,10.0,short
2026-07-13 10:28:40.552583,MRVL,ibkr,enter_short,222.2,10.0,short
2026-07-13 10:28:43.506436,NVTS,ibkr,enter_short,13.03,10.0,short
2026-07-13 10:28:47.054294,ON,ibkr,enter_short,92.02,10.0,short
2026-07-13 10:28:50.121918,JOBY,ibkr,enter_short,7.57,10.0,short
2026-07-13 10:28:52.841420,IONQ,ibkr,enter_short,40.4,10.0,short
2026-07-13 10:28:56.056298,BKSY,ibkr,enter_long,25.59,10.0,long
2026-07-13 10:28:59.057999,TEAM,ibkr,enter_long,92.61,10.0,long
2026-07-13 10:29:01.960883,CRWD,ibkr,enter_short,187.28,10.0,short
2026-07-13 10:29:19.058205,RKLB,ibkr,exit_short_trail,78.54,10.0,flat
2026-07-13 10:29:22.753320,NVTS,ibkr,exit_short_trail,13.11,10.0,flat
2026-07-13 10:29:35.061088,NBIS,ibkr,exit_short_trail,217.87,10.0,flat
2026-07-13 10:29:37.547935,IONQ,ibkr,exit_short_trail,40.64,10.0,flat
2026-07-13 10:29:46.049278,ON,ibkr,exit_short_trail,92.56,10.0,flat
2026-07-13 10:29:59.407261,INTC,ibkr,exit_short_trail,105.74,10.0,flat
2026-07-13 10:30:05.344660,MRVL,ibkr,exit_short_trail,223.44,10.0,flat
2026-07-13 10:33:54.838869,CRWD,ibkr,exit_short_trail,187.89,10.0,flat
2026-07-13 10:35:12.660350,QNT,ibkr,exit_short_trail,67.78,10.0,flat
2026-07-13 10:37:48.066734,BKSY,ibkr,exit_long_trail,25.2,10.0,flat
2026-07-13 10:38:24.464315,TEAM,ibkr,exit_long_trail,93.22,10.0,flat
2026-07-13 10:39:49.152592,JOBY,ibkr,exit_short_trail,7.57,10.0,flat
2026-07-13 10:48:17.087443,SATL,ibkr,exit_short_trail,4.46,10.0,flat
2026-07-13 10:59:06.843302,NVTS,ibkr,enter_long,12.97,10.0,long
2026-07-13 10:59:09.821798,AOSL,ibkr,enter_long,36.06,10.0,long
2026-07-13 10:59:13.057753,TEAM,ibkr,enter_long,94.16,10.0,long
2026-07-13 11:04:32.061905,TEAM,ibkr,exit_long_trail,94.32,10.0,flat
2026-07-13 11:07:16.063079,AOSL,ibkr,exit_long_trail,35.65,10.0,flat
2026-07-13 11:14:36.000625,NVTS,ibkr,exit_long_trail,12.91,10.0,flat
2026-07-13 11:29:20.025866,TEAM,ibkr,enter_long,94.64,10.0,long
2026-07-13 12:25:07.206050,TEAM,ibkr,exit_long_trail,94.61,10.0,flat
2026-07-13 13:29:35.863378,QNT,ibkr,enter_short,64.17,10.0,short
2026-07-13 13:59:42.480921,NBIS,ibkr,enter_short,205.55,10.0,short
2026-07-13 14:01:19.086853,QNT,ibkr,exit_short_trail,64.12,10.0,flat
2026-07-13 14:46:48.784395,NBIS,ibkr,exit_short_trail,207.32,10.0,flat
