wall_clock,bar_date,open,high,low,close,volume
2026-08-11T03:29:42.815927-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T03:59:43.715652-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T03:59:43.715652-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T03:59:43.715652-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T04:29:44.493006-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T04:29:44.493006-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T04:29:44.493006-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T04:59:45.265086-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T04:59:45.265086-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T04:59:45.265086-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T05:29:46.023537-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T05:29:46.023537-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T05:29:46.023537-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T05:59:46.935840-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T05:59:46.935840-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T05:59:46.935840-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T06:29:47.687485-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T06:29:47.687485-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T06:29:47.687485-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T06:59:48.446623-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T06:59:48.446623-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T06:59:48.446623-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T07:29:49.319888-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T07:29:49.319888-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T07:29:49.319888-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T07:59:50.055505-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T07:59:50.055505-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T07:59:50.055505-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T08:29:50.809507-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T08:29:50.809507-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T08:29:50.809507-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T08:59:51.756236-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T08:59:51.756236-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T08:59:51.756236-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T09:29:52.548530-04:00,2026-08-10 14:30:00-04:00,193.2,193.91,193.12,193.64,221609.0
2026-08-11T09:29:52.548530-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T09:29:52.548530-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T09:59:53.304572-04:00,2026-08-10 15:00:00-04:00,193.64,194.99,193.64,194.64,321963.0
2026-08-11T09:59:53.304572-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T09:59:53.304572-04:00,2026-08-11 09:30:00-04:00,198.51,201.76,195.0,201.73,471278.0
2026-08-11T10:29:54.050423-04:00,2026-08-10 15:30:00-04:00,194.66,194.87,192.47,192.81,1153265.0
2026-08-11T10:29:54.050423-04:00,2026-08-11 09:30:00-04:00,198.51,202.17,195.0,199.01,676324.0
2026-08-11T10:29:54.050423-04:00,2026-08-11 10:00:00-04:00,198.87,203.15,198.82,202.24,207462.0
2026-08-11T10:59:54.728716-04:00,2026-08-11 09:30:00-04:00,198.51,202.17,195.0,199.01,676324.0
2026-08-11T10:59:54.728716-04:00,2026-08-11 10:00:00-04:00,198.87,203.15,198.82,201.31,379709.0
2026-08-11T10:59:54.728716-04:00,2026-08-11 10:30:00-04:00,201.41,201.6,199.97,200.28,119661.0
2026-08-11T11:29:55.458363-04:00,2026-08-11 10:00:00-04:00,198.87,203.15,198.82,201.31,379709.0
2026-08-11T11:29:55.458363-04:00,2026-08-11 10:30:00-04:00,201.41,201.6,199.97,200.2,232018.0
2026-08-11T11:29:55.458363-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,199.62,200.0,91234.0
2026-08-11T11:59:56.218084-04:00,2026-08-11 10:30:00-04:00,201.41,201.6,199.97,200.2,232018.0
2026-08-11T11:59:56.218084-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T11:59:56.218084-04:00,2026-08-11 11:30:00-04:00,199.34,199.82,198.9,199.79,103694.0
2026-08-11T12:29:29.051700-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:29:29.051700-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:29:29.051700-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.6,198.69,90446.0
2026-08-11T12:29:50.015675-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:29:50.015675-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:29:50.015675-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.6,198.69,90446.0
2026-08-11T12:30:10.252329-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:30:10.252329-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:30:10.252329-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.56,93109.0
2026-08-11T12:30:30.471346-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:30:30.471346-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:30:30.471346-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.6,94734.0
2026-08-11T12:30:50.678201-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:30:50.678201-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:30:50.678201-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.6,94734.0
2026-08-11T12:31:10.913225-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:31:10.913225-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:31:10.913225-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.76,96162.0
2026-08-11T12:31:31.141906-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:31:31.141906-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:31:31.141906-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.86,98170.0
2026-08-11T12:31:51.340202-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:31:51.340202-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:31:51.340202-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.86,98170.0
2026-08-11T12:32:11.554719-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:32:11.554719-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:32:11.554719-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.96,99743.0
2026-08-11T12:32:31.840165-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:32:31.840165-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:32:31.840165-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.93,101654.0
2026-08-11T12:32:52.131534-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:32:52.131534-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:32:52.131534-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.93,101654.0
2026-08-11T12:33:12.344719-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:33:12.344719-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:33:12.344719-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.91,102937.0
2026-08-11T12:33:32.552812-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:33:32.552812-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:33:32.552812-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.82,106076.0
2026-08-11T12:33:52.735091-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:33:52.735091-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:33:52.735091-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.82,106076.0
2026-08-11T12:34:12.922212-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:34:12.922212-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:34:12.922212-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.88,110021.0
2026-08-11T12:34:33.143037-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:34:33.143037-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:34:33.143037-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.87,111703.0
2026-08-11T12:34:52.337319-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:34:52.337319-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:34:52.337319-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.87,111703.0
2026-08-11T12:35:12.523730-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:35:12.523730-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:35:12.523730-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.67,115684.0
2026-08-11T12:35:32.703254-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:35:32.703254-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:35:32.703254-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.68,118016.0
2026-08-11T12:35:52.889695-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:35:52.889695-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:35:52.889695-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.68,118016.0
2026-08-11T12:36:13.076071-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:36:13.076071-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:36:13.076071-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.75,119512.0
2026-08-11T12:36:33.281190-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:36:33.281190-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:36:33.281190-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.66,122095.0
2026-08-11T12:36:53.464567-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:36:53.464567-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:36:53.464567-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.66,122095.0
2026-08-11T12:37:13.649047-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:37:13.649047-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:37:13.649047-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.64,125153.0
2026-08-11T12:37:33.915180-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:37:33.915180-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:37:33.915180-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.76,130591.0
2026-08-11T12:37:54.104821-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:37:54.104821-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:37:54.104821-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.76,130591.0
2026-08-11T12:38:14.289299-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:38:14.289299-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:38:14.289299-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.9,134655.0
2026-08-11T12:38:34.473401-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:38:34.473401-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:38:34.473401-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.98,138565.0
2026-08-11T12:38:54.659843-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:38:54.659843-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:38:54.659843-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.98,138565.0
2026-08-11T12:39:14.845601-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:39:14.845601-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:39:14.845601-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,199.03,141978.0
2026-08-11T12:39:35.032624-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:39:35.032624-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:39:35.032624-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.8,151960.0
2026-08-11T12:39:55.217654-04:00,2026-08-11 11:00:00-04:00,200.25,201.14,198.9,199.35,193813.0
2026-08-11T12:39:55.217654-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:39:55.217654-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.47,198.8,151960.0
2026-08-11T12:59:15.509242-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:59:15.509242-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T12:59:15.509242-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.81,124853.0
2026-08-11T12:59:36.274284-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:59:36.274284-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T12:59:36.274284-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.76,126046.0
2026-08-11T12:59:56.457651-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T12:59:56.457651-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T12:59:56.457651-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.76,126046.0
2026-08-11T13:00:16.647544-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:00:16.647544-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:00:16.647544-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.86,128871.0
2026-08-11T13:00:36.835216-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:00:36.835216-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:00:36.835216-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.65,131404.0
2026-08-11T13:00:57.027542-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:00:57.027542-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:00:57.027542-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.65,131404.0
2026-08-11T13:01:17.218189-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:01:17.218189-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:01:17.218189-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.55,135159.0
2026-08-11T13:01:37.405395-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:01:37.405395-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:01:37.405395-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.48,141778.0
2026-08-11T13:01:57.596686-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:01:57.596686-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:01:57.596686-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.48,141778.0
2026-08-11T13:02:17.791911-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:02:17.791911-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:02:17.791911-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.36,146342.0
2026-08-11T13:02:37.979732-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:02:37.979732-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:02:37.979732-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.45,147921.0
2026-08-11T13:02:58.170727-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:02:58.170727-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:02:58.170727-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.45,147921.0
2026-08-11T13:03:18.365272-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:03:18.365272-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:03:18.365272-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.53,151924.0
2026-08-11T13:03:38.558131-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:03:38.558131-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:03:38.558131-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.52,155858.0
2026-08-11T13:03:58.748074-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:03:58.748074-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:03:58.748074-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.52,155858.0
2026-08-11T13:04:18.933716-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:04:18.933716-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:04:18.933716-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.57,157482.0
2026-08-11T13:04:39.130750-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:04:39.130750-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:04:39.130750-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.57,160946.0
2026-08-11T13:04:59.326077-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:04:59.326077-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:04:59.326077-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.59,167865.0
2026-08-11T13:05:19.522003-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:05:19.522003-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:05:19.522003-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.59,167865.0
2026-08-11T13:05:39.709695-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:05:39.709695-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:05:39.709695-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.68,183833.0
2026-08-11T13:05:59.902569-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:05:59.902569-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:05:59.902569-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.62,189521.0
2026-08-11T13:06:20.091921-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:06:20.091921-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:06:20.091921-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.62,189521.0
2026-08-11T13:06:40.285455-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:06:40.285455-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:06:40.285455-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.46,191266.0
2026-08-11T13:07:00.470387-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:07:00.470387-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:07:00.470387-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.68,193190.0
2026-08-11T13:07:20.664917-04:00,2026-08-11 11:30:00-04:00,199.34,199.85,198.9,198.99,210477.0
2026-08-11T13:07:20.664917-04:00,2026-08-11 12:00:00-04:00,198.99,199.28,198.4,198.66,194435.0
2026-08-11T13:07:20.664917-04:00,2026-08-11 12:30:00-04:00,198.66,199.17,198.28,198.68,193190.0
