timestamp,symbol,signal,volume,mean_volume,current_pct,price_threshold,trail_stop_pct,body_ratio,green_volume,green_price,red_price,green_body
2026-09-11 01:32:58.382302,ASTS,none,129577.0,112859.0,0.14948924507931802,0.695589477688018,0.4968496269200129,0.4285714285714431,False,False,False,True
2026-09-11 01:32:58.563241,ALAB,none,58830.0,34428.0,-0.6258644536652843,1.0238367998241893,0.6825578665494595,0.8190045248868654,False,False,False,True
2026-09-11 01:32:58.740015,VOYG,none,22133.0,20823.4,0.24031240612796123,0.6475778961809826,0.4,0.36363636363635776,False,False,False,True
2026-09-11 01:32:58.916595,NXT,none,36105.0,24266.0,0.012324377618936549,0.4302915807292669,0.4,0.027777777777792032,False,False,False,False
2026-09-11 01:32:59.105237,PATH,none,1699226.0,1684244.875,-0.07163323782236077,0.9375306613378731,0.6696647580984807,0.12500000000001943,False,False,False,False
2026-09-11 01:32:59.304635,HPQ,none,615058.0,304873.25,-0.12146978439113011,0.6715558520584266,0.4,0.2666666666666635,False,False,False,False
2026-09-11 01:32:59.508269,ABNB,none,50245.0,42265.8,-0.27441388772893155,0.43982537440234604,0.5131296034694037,0.6969696969697127,False,False,False,False
2026-09-11 01:32:59.703663,LUV,none,130416.0,77319.0,-0.051988562516236084,0.7645441668032507,0.6553235715456434,0.15384615384612862,False,False,False,False
2026-09-11 01:32:59.900520,FRSH,none,89851.0,86584.8,-0.08438818565400664,0.33826801355639374,0.4,0.25,False,False,False,False
2026-09-11 01:33:00.095551,JD,none,150587.0,150785.66666666666,-0.148148148148145,0.07417939531172436,0.4,0.7999999999999716,False,False,True,True
2026-09-11 01:33:00.294271,DIS,none,167257.0,79030.25,-0.11418783899515134,0.2682850878299375,0.4,0.44444444444446785,True,False,False,False
2026-09-11 09:35:12.856651,ASTS,none,418416.0,127216.33333333333,-0.6218905472636816,0.3224924961105758,0.4,0.6637168141592947,False,False,True,True
