timestamp,symbol,broker,action,price,size,position_after
2026-09-17 09:46:52.091596,TMO,ibkr,enter_short,655.99,10.0,short
2026-09-17 09:46:54.067199,HALO,ibkr,enter_long,108.88,10.0,long
2026-09-17 09:46:56.085358,ISRG,ibkr,enter_short,382.72,10.0,short
2026-09-17 09:57:02.087028,ASTS,ibkr,enter_long,63.0,10.0,long
2026-09-17 10:23:04.094393,ASTS,ibkr,exit_long_trail,62.57,10.0,flat
2026-09-17 10:47:22.067918,AA,ibkr,enter_short,47.13,10.0,short
2026-09-17 12:07:51.382150,DIS,ibkr,enter_short,105.8,10.0,short
2026-09-17 12:54:53.413451,ISRG,ibkr,exit_short_trail,384.15,10.0,flat
2026-09-17 13:08:16.415835,FRSH,ibkr,enter_short,12.57,10.0,short
2026-09-17 13:38:30.087724,NXT,ibkr,enter_short,82.82,10.0,short
2026-09-17 13:48:33.142898,LUV,ibkr,enter_short,40.42,10.0,short
2026-09-17 13:58:38.571269,CSCO,ibkr,enter_short,110.12,10.0,short
2026-09-17 13:58:40.865705,UAA,ibkr,enter_long,5.03,10.0,long
2026-09-17 14:01:47.100821,FRSH,ibkr,exit_short_trail,12.67,10.0,flat
2026-09-17 14:05:26.060736,TMO,ibkr,exit_short_manual,660.74,10.0,flat
2026-09-17 14:49:03.212690,JD,ibkr,enter_short,26.74,10.0,short
2026-09-17 14:52:47.067312,UAA,ibkr,exit_long_trail,4.97,10.0,flat
2026-09-17 15:09:10.559513,ELVN,ibkr,enter_long,50.18,10.0,long
2026-09-17 15:22:39.026686,NXT,ibkr,exit_short_trail,83.3,10.0,flat
2026-09-17 15:41:07.680200,HALO,ibkr,exit_long_manual,109.18,10.0,flat
2026-09-17 15:41:09.287664,LUV,ibkr,exit_short_manual,40.34,10.0,flat
2026-09-17 15:41:10.906161,CSCO,ibkr,exit_short_manual,110.21,10.0,flat
2026-09-17 15:41:13.006299,ELVN,ibkr,exit_long_manual,50.07,10.0,flat
2026-09-17 15:41:14.654014,DIS,ibkr,exit_short_manual,105.69,10.0,flat
2026-09-17 15:41:16.264478,AA,ibkr,exit_short_manual,47.16,10.0,flat
2026-09-17 15:41:17.802574,JD,ibkr,exit_short_manual,26.66,10.0,flat
2026-09-17 15:59:43.400250,PYPL,ibkr,enter_short,52.94,10.0,short
